"Veranlagungsjahr","Geschlecht","Bundesland","Stufen des zu versteuernden Einkommens","Anzahl Veranlagungsfälle","Fallzahl Gesamtbetrag der Einkünfte insgesamt","Gesamtbetrag der Einkünfte insgesamt","Fallzahl zu versteuerndes Einkommen insgesamt","Betrag zu versteuerndes Einkommen insgesamt","Fallzahl Festgesetzte Einkommensteuer","Festgesetzte Einkommensteuer","Fallzahl Angerechnete Lohnsteuer","Angerechnete Lohnsteuer","Fallzahl Abgabenschuld","Abgabenschuld","Fallzahl Gutschrift","Gutschrift","Fallzahl Nichtselbständige Arbeit – Bruttobezüge","Nichtselbständige Arbeit – Bruttobezüge","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Land- und Forstwirtschaft","Einkünfte (nach Ausgleich mit Verlusten) aus Land- und Forstwirtschaft","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Selbständiger Arbeit","Einkünfte (nach Ausgleich mit Verlusten) aus Selbständiger Arbeit","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Gewerbebetrieb","Einkünfte (nach Ausgleich mit Verlusten) aus Gewerbebetrieb","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Nichtselbständiger Arbeit","Einkünfte (nach Ausgleich mit Verlusten) aus Nichtselbständiger Arbeit","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Kapitalvermögen","Betrag Einkünfte (nach Ausgleich mit Verlusten) aus Kapitalvermögen","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Vermietung und Verpachtung","Einkünfte (nach Ausgleich mit Verlusten) aus Vermietung und Verpachtung","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Sonstigen Einkünften","Betrag Einkünfte (nach Ausgleich mit Verlusten) aus Sonstigen Einkünften","Fallzahl Sonderausgaben Insgesamt","Sonderausgaben Insgesamt","Fallzahl Verlustabzug","Verlustabzug","Fallzahl Außergewöhnliche Belastungen","Außergewöhnliche Belastungen","Fallzahl Angerechnete ausländische Steuern","Angerechnete ausländische Steuern","Fallzahl Angerechnete Kapitalertragsteuer","Angerechnete Kapitalertragsteuer","Fallzahl Alleinverdienerabsetzbetrag","Alleinverdienerabsetzbetrag","Fallzahl Alleinerzieherabsetzbetrag","Alleinerzieherabsetzbetrag","Fallzahl Verkehrsabsetzbetrag","Verkehrsabsetzbetrag","Fallzahl Pensionistenabsetzbetrag","Pensionistenabsetzbetrag","Fallzahl Unterhaltsabsetzbetrag","Unterhaltsabsetzbetrag","Fallzahl Progressionseinkünfte","Progressionseinkünfte","Fallzahl Familienbonus Plus (ab 2020)","Familienbonus Plus (ab 2020)","Fallzahl Erhöhter Pensionistenabsetzbetrag (ab 2020)","Erhöhter Pensionistenabsetzbetrag (ab 2020)","Fallzahl Kindermehrbetrag (ab 2020)","Kindermehrbetrag (ab 2020)","Fallzahl Einkommensteuer nach Tarif","Betrag Einkommensteuer nach Tarif","Fallzahl Steuer nach Tarif","Betrag Steuer nach Tarif","Fallzahl Negativsteuer nach Tarif","Betrag Negativsteuer nach Tarif","Fallzahl Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Einkünfte aus sonst. Bezüge § 67 (Jahressechstel) mit festen Sätzen besteuert (ab 2022)","Betrag Einkünfte aus sonst. Bezüge § 67 (Jahressechstel) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Steuer Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Steuer Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer sonst. Bezüge § 67 mit festen Sätzen besteuert (ab 2022)","Betrag Steuer sonst. Bezüge § 67 mit festen Sätzen besteuert (ab 2022)"
"2023","männlich","Oberösterreich","25 bis unter 30",6238,6238,175567591,6238,171702673,6116,14129114,4199,-10645468,3325,7381594,2762,-4055116,4541,140245366,624,2956433,1409,21003076,2712,32912663,4492,113021675,214,700440,1430,4739813,85,515326,3852,-2130372,63,-571620,547,-1160619,12,-11981,37,-75808,375,-271680,26,-15176,3138,-1746569,1146,-563220,287,-146200,170,2861312,1865,-4391377,24,-19227,2,-3310,6106,13268271,5428,13808261,678,-539989,159,290472,12,56398,4330,15726584,159,78786,12,16919,3939,765137
"2023","männlich","Oberösterreich","30 bis unter 40",13422,13422,478593968,13422,469709437,13380,56525663,10035,-42282950,7347,23057401,5900,-9229069,10588,424559578,1373,6609614,2936,48241087,5214,68136475,10481,340233318,626,1656999,3500,13242869,207,1217102,9027,-5262436,82,-1384588,1083,-2651819,20,-34524,109,-158511,777,-563982,68,-42144,7736,-3261097,905,-369162,695,-385088,283,5956000,4504,-12638253,6,-4243,3,-1960,13371,53712095,12578,54241967,793,-529872,494,1105735,28,147690,10227,47756439,494,300625,28,44126,9802,2468587
"2023","männlich","Oberösterreich","40 bis unter 50",11977,11977,544305647,11977,536763231,11976,90969064,9295,-63396284,7174,34445024,4673,-7723853,9731,491117592,1202,5922500,2905,57314636,3948,63899987,9632,395579352,687,2186894,3812,18010429,243,2060467,8638,-4849706,47,-450162,945,-1833822,11,-27224,163,-295034,673,-481376,50,-28256,6973,-2938212,265,-138028,585,-337727,239,3270576,4111,-11852019,1,-1278,0,0,11968,87448060,11891,87501298,77,-53238,520,1613334,29,343656,9449,56023610,520,440974,29,103097,9187,3003688
"2023","männlich","Oberösterreich","50 bis unter 70",15537,15537,923778780,15537,913744260,15536,199373199,11609,-125271142,10250,82166599,5203,-9178591,12195,788647931,1403,8742245,4672,125868134,4695,110475535,12070,633621112,1215,5258475,5236,35911052,458,4608673,11860,-7202977,45,-858689,975,-2082593,33,-82221,278,-409143,771,-549168,76,-45000,9324,-3929843,205,-122686,810,-455648,308,5915506,6046,-17562095,1,-1278,0,0,15525,193141009,15513,193158082,12,-17073,949,3830153,62,1066702,11826,88563934,949,1044176,62,320010,11536,4863850
"2023","männlich","Oberösterreich","70 bis unter 100",10352,10352,865839927,10352,857275560,10352,237265862,7423,-132508823,7273,110007774,3052,-6876532,7874,672882630,867,5764582,3680,128682682,3119,127881832,7776,551856514,921,6746420,3628,39867955,396,5345525,8094,-6389432,20,-552979,633,-1427072,29,-177727,205,-523467,549,-392208,58,-35184,6332,-2667950,132,-83652,552,-314158,252,4374479,4396,-12601479,2,-2381,1,-550,10337,231126771,10330,231131162,7,-4391,747,5598403,53,1431646,7584,74377675,747,1533288,53,429494,7374,4172810
"2023","männlich","Oberösterreich","100 und mehr",12580,12580,3024196848,12580,3007780398,12580,1128236227,8342,-424123203,10033,697060305,2534,-11139827,8867,1418626259,917,17851076,6109,773844157,3429,403015047,8758,1224772581,1803,475989685,4543,98519521,682,30234441,10200,-14244697,35,-1408604,613,-1524868,77,-2432180,414,-5496445,673,-479544,50,-29040,7333,-3094200,180,-125989,762,-457037,391,36547295,5701,-16050132,0,0,2,-1650,12541,982516941,12522,982532087,19,-15146,1583,469969653,120,20800941,8500,140445417,1585,129192537,120,6240257,8224,11693342
"2023","männlich","Salzburg","bis unter 4",3544,3397,-26184924,1600,2914101,953,-650305,430,-342300,99,182428,917,-1278724,995,9988817,161,-1060523,600,1129677,2390,-34489199,897,5048951,142,307950,655,1920438,22,994114,1076,-11071909,556,-10575978,62,-231185,0,0,40,-39968,233,-176056,19,-11400,499,-279218,151,-56025,19,-4083,257,25185485,16,-13029,9,-3723,169,-206189,888,-688160,35,25480,853,-713640,84,81847,1,2797,671,644095,84,22206,1,839,115,14810
"2023","männlich","Salzburg","4 bis unter 6",821,821,6402185,821,4121710,358,-132264,207,-540019,33,32917,337,-712732,357,5613229,37,26813,173,547446,437,428090,349,4772046,35,98808,171,450538,12,89959,372,-3123130,96,-2881109,25,-220293,0,0,6,-1496,45,-31944,6,-3304,189,-127448,65,-17501,3,-867,77,3363001,10,-11317,3,-1278,32,-37718,313,-170260,27,27439,286,-197699,17,40900,0,0,309,644784,17,11087,0,0,113,26790
"2023","männlich","Salzburg","6 bis unter 8",818,818,5936546,818,5694191,371,-152191,190,-525940,43,45550,333,-812756,370,5519401,41,151482,200,824428,473,264720,346,4327498,37,169928,160,65354,9,145654,394,-2458978,60,-2285398,24,-128887,1,-263,7,-6887,57,-39472,3,-1744,231,-158303,38,-16403,10,-2795,72,5094800,10,-14105,1,-875,39,-45650,327,66344,38,299428,289,-233084,20,53181,1,7963,309,605185,20,14316,1,2389,74,21884
"2023","männlich","Salzburg","8 bis unter 10",843,843,7718538,843,7617077,365,-202208,197,-320520,46,49616,325,-661570,350,4558243,45,-20317,194,1276529,499,1774615,342,3525510,38,138690,163,770788,11,264653,376,-784335,36,-616089,30,-157120,1,-42,10,-13252,62,-47896,5,-2968,224,-174284,62,-26098,5,-1184,60,3913356,11,-15355,0,0,44,-57200,346,-229172,44,51070,302,-280243,21,50183,2,4627,290,466874,21,13785,2,1388,53,11792
"2023","männlich","Salzburg","10 bis unter 15",2310,2310,30747434,2310,29007567,1628,-438402,628,-821459,663,358326,986,-1666700,1046,14943193,103,521539,545,4818992,1320,11382125,1022,11601000,88,336764,454,1961691,37,160065,1170,-1335364,75,-811330,88,-373687,5,-836,33,-41008,159,-124904,12,-7576,738,-633122,188,-107426,49,-13310,144,6211807,337,-142787,8,-4857,113,-132957,1598,-502098,666,355555,932,-857654,43,105455,1,13552,895,1498850,43,28313,1,4066,235,31318
"2023","männlich","Salzburg","15 bis unter 20",2541,2541,46624993,2541,44560505,2239,725177,1028,-1115713,1083,1153569,1149,-1609658,1365,24594567,105,632934,583,6647147,1391,15996279,1323,20077270,110,595067,511,2672747,19,52135,1340,-1307432,52,-607873,137,-544878,7,-5638,25,-42651,173,-129352,7,-4424,924,-932541,340,-268538,87,-31671,123,4396653,668,-688933,12,-14233,69,-45678,2201,554062,1200,1169063,1001,-615001,73,284936,0,0,1216,2655826,73,77566,0,0,748,94120
"2023","männlich","Salzburg","20 bis unter 25",2718,2718,63172796,2718,61219616,2568,3167693,1433,-2323442,1434,2499073,1114,-1819226,1662,40086409,97,490998,650,9557095,1367,17090935,1641,32263865,95,456998,654,3172902,33,211681,1525,-1312852,39,-665971,146,-404136,11,-9113,21,-32343,184,-135112,8,-5592,1129,-943093,439,-320448,122,-54621,119,4210982,793,-1404757,15,-16765,13,-5268,2562,2921343,2136,3286445,426,-365102,71,216109,1,451,1558,4312059,71,58811,1,135,1204,187404
"2023","männlich","Salzburg","25 bis unter 30",2929,2929,82763348,2929,80686672,2855,7060355,1805,-4608448,1696,4108109,1138,-1756718,1987,59135712,103,549049,694,10915482,1264,18158226,1969,47783287,95,390282,854,4486407,34,594111,1745,-1295646,25,-510288,152,-393829,12,-23045,18,-25108,173,-123784,14,-8616,1396,-762752,467,-236011,127,-60535,154,13828710,902,-2143779,9,-7054,1,-184,2849,6680237,2551,6896632,298,-216395,78,256056,0,0,1888,6503009,78,69957,0,0,1645,310161
"2023","männlich","Salzburg","30 bis unter 40",5924,5924,210975102,5924,207119695,5901,25924860,4134,-17007526,3520,12473099,2308,-3774312,4395,169099473,215,995201,1381,25993469,2249,35597443,4352,137119110,237,947337,2024,9939067,100,612687,3976,-2517706,42,-750537,293,-905015,19,-28786,34,-84296,341,-244023,24,-13584,3071,-1296041,471,-218177,305,-161473,227,28815694,1992,-5490721,4,-1851,0,0,5891,24736938,5578,24929841,313,-192903,195,710921,6,80789,4232,18978680,195,192763,6,24237,3981,970922
"2023","männlich","Salzburg","40 bis unter 50",5386,5386,243487801,5386,241348846,5386,41861659,3967,-26349647,3583,18256349,1752,-2995090,4180,201879290,153,723452,1324,28828385,1757,33523126,4138,165616321,269,1375128,2135,12850532,107,802931,3841,-2132497,17,-189767,251,-542152,16,-45160,51,-80604,292,-202584,20,-11920,2850,-1201570,174,-95865,282,-151596,197,4016677,1902,-5481621,2,-2262,0,0,5374,40316564,5351,40325040,23,-8475,222,1060298,8,101653,4046,23013501,222,288227,8,30496,3892,1226372
"2023","männlich","Salzburg","50 bis unter 70",7088,7088,422293185,7088,416989470,7088,92509649,5180,-54966953,4967,41271308,2074,-4369889,5440,337232871,247,1630154,2162,57599393,2087,56420648,5388,276497242,447,2943970,2984,25719140,199,1735842,5220,-3780423,32,-672118,294,-1038774,17,-70236,77,-270604,351,-247752,31,-16904,3923,-1655423,140,-94873,336,-213483,267,6414417,2689,-7741738,0,0,0,0,7083,89725313,7071,89736456,12,-11143,370,2266140,15,219465,5265,38364103,370,616953,15,65339,5106,2102044
"2023","männlich","Salzburg","70 bis unter 100",4635,4635,386695787,4635,382680779,4635,106923153,3230,-56261586,3432,52871557,1193,-2857366,3425,282840443,172,1943450,1610,55979523,1392,63354885,3394,233399508,336,3203798,2033,26824659,174,2098250,3629,-3157404,18,-501582,179,-491817,27,-225191,65,-209291,229,-162368,14,-8432,2586,-1089985,96,-60855,235,-139262,186,6007779,1892,-5372558,1,-1278,0,0,4630,104246773,4624,104250164,6,-3391,285,2989700,11,308480,3302,31784571,285,817596,11,92544,3197,1781672
"2023","männlich","Salzburg","100 und mehr",6079,6079,1456495151,6079,1442130638,6079,548066891,3857,-188383735,5015,346678400,1056,-6987824,4130,634284917,245,2952548,2862,356939532,1865,254527798,4091,549483802,793,182254391,2610,80194410,299,30233227,4808,-13769463,28,-6295517,164,-486087,58,-2200871,163,-2816141,314,-230664,27,-15928,3247,-1373310,137,-98070,340,-199854,367,39436537,2660,-7545067,4,-3894,1,-1100,6047,485828977,6030,485844465,17,-15488,711,177875421,65,26091371,3972,64770676,711,48855493,65,7825911,3741,5634659
"2023","männlich","Steiermark","bis unter 4",7889,7516,-40501926,3714,6989888,1967,-1509282,904,-701566,101,33928,1994,-3262707,2065,17195883,722,-3862564,1161,3693319,5440,-46780805,1895,10865943,258,871452,1117,-7268594,77,2020625,2310,-20927232,1149,-19980399,178,-412056,1,-301,83,-190226,542,-399856,51,-29376,1013,-537582,310,-113499,39,-7739,229,18271026,14,-14520,19,-8775,435,-510950,1876,-1567951,32,13700,1844,-1581651,119,86955,3,3007,1519,1444971,119,23617,3,902,258,34044
"2023","männlich","Steiermark","4 bis unter 6",1855,1855,12033249,1855,9280934,725,-359498,437,-935643,36,18138,708,-1584679,813,10905855,132,211343,344,2649637,1112,810217,780,8778142,69,218993,255,-1136037,20,529771,819,-4541330,165,-4245968,70,-323677,0,0,24,-116188,101,-72792,6,-3304,448,-262644,108,-31813,12,-2487,59,1693500,10,-9870,4,-1307,84,-96800,645,-425520,36,18257,609,-443777,36,45267,4,21432,697,1215068,36,12372,4,6430,196,47220
"2023","männlich","Steiermark","6 bis unter 8",1751,1751,13598342,1751,12234094,677,-413234,398,-786230,35,25639,660,-1644903,753,9874297,137,381074,400,2091804,1047,1916703,727,7690697,68,924865,265,533056,16,87015,783,-2918542,102,-2601942,59,-155128,1,-355,24,-235651,94,-71000,10,-6168,451,-289902,92,-38288,20,-4008,49,2270108,16,-15346,0,0,78,-95700,627,-456175,31,26550,596,-482725,34,29139,2,7836,654,1055950,34,7972,2,2351,130,32619
"2023","männlich","Steiermark","8 bis unter 10",1762,1762,16630817,1762,15887680,684,-426674,393,-596941,53,43020,650,-1121329,713,9128474,147,196624,384,2431998,1091,6095188,691,7069695,55,205391,235,502468,21,153157,782,-1126252,68,-834683,68,-242508,1,-587,21,-26325,103,-74888,10,-5568,446,-335519,98,-39147,22,-5510,50,1619667,23,-24821,3,-1701,76,-86521,654,-461147,51,50995,603,-512142,27,37136,2,7377,626,965208,27,9857,2,2213,104,22402
"2023","männlich","Steiermark","10 bis unter 15",4739,4739,62603446,4739,59275521,3264,-1129312,1300,-1303518,1222,446040,2070,-3003534,2201,30598425,365,1888383,1085,9145185,2850,24734885,2125,24547118,141,479036,711,1538251,54,370765,2337,-2722916,133,-1854557,228,-616182,4,-2268,52,-66926,303,-214744,26,-15824,1426,-1231880,483,-272819,79,-22183,108,2049024,622,-255382,9,-5211,226,-221982,3220,-1248479,1244,489041,1976,-1737520,70,141387,10,44578,1912,3239469,70,38607,10,13373,608,67399
"2023","männlich","Steiermark","15 bis unter 20",5142,5142,93305107,5142,90058510,4597,976166,2348,-2521424,2005,1933386,2589,-3575820,2936,56143282,409,2166719,1177,12706564,2823,29204616,2899,46139193,146,568431,895,2269695,64,425847,2697,-2605553,105,-1588463,322,-819666,1,-782,36,-33109,340,-247760,22,-12776,1909,-1956643,848,-687434,180,-69606,96,2789074,1239,-1226834,21,-22348,136,-80710,4550,682288,2292,2054616,2258,-1372328,86,199351,11,70645,2725,6150313,86,54242,11,21194,1740,218608
"2023","männlich","Steiermark","20 bis unter 25",5474,5474,126813715,5474,123327532,5177,5838859,3111,-4931370,2807,4437105,2338,-3672223,3461,84948377,471,2803557,1299,17546519,2696,33045317,3409,69898377,153,554341,1123,2548714,95,633124,3108,-2201665,73,-1074947,370,-917891,8,-4293,25,-49372,331,-243936,21,-12120,2260,-1902954,1010,-750826,277,-131652,110,1178304,1596,-2708469,30,-34784,29,-16249,5167,5319513,4335,6064715,832,-745202,101,236087,17,85529,3268,9565109,101,64601,17,25659,2724,429872
"2023","männlich","Steiermark","25 bis unter 30",5591,5591,158212428,5591,153849293,5486,12769557,3808,-9992434,2875,6648168,2570,-4045177,4081,127679545,456,2239800,1246,17933652,2522,31029195,4036,102668457,199,512214,1317,3462942,90,679422,3344,-3094304,55,-1871723,416,-937100,12,-20620,33,-34959,328,-238952,18,-10744,2877,-1612965,958,-447127,288,-148231,118,1419213,1642,-3750086,27,-23274,5,-2998,5481,11985602,4863,12494073,618,-508472,140,242851,17,94599,3916,14201276,140,65853,17,28380,3538,689723
"2023","männlich","Steiermark","30 bis unter 40",11176,11176,395966562,11176,389889233,11151,47848727,8273,-35882792,5987,19831221,5007,-8478473,8618,347290011,864,4771655,2521,42171204,4476,58656403,8559,278533044,485,1537710,2996,8965853,218,1991155,7093,-4165257,82,-1437694,802,-1639207,30,-58888,84,-158333,598,-414392,52,-29480,6276,-2651291,767,-312167,653,-344325,218,3415271,3643,-9494621,14,-8900,1,-1100,11144,45519317,10606,45869737,538,-350420,364,766495,48,309316,8418,39156343,364,208709,48,92794,8002,2027907
"2023","männlich","Steiermark","40 bis unter 50",9218,9218,418799714,9218,413146621,9218,71117830,7135,-49662748,5375,27479305,3711,-6595240,7358,373747774,683,4190167,2452,44471881,3264,53791061,7318,301485317,508,1679248,2885,11229331,244,2491831,6256,-3898504,38,-768240,605,-1372141,20,-59312,89,-166939,460,-327568,44,-25920,5274,-2223814,218,-122651,512,-290398,169,2021389,3022,-8272673,6,-5022,0,0,9210,68402207,9159,68442808,51,-40602,387,1182472,42,418987,7212,42543533,387,321900,42,125696,6980,2278875
"2023","männlich","Steiermark","50 bis unter 70",11692,11692,696106819,11692,687831611,11692,151496399,8870,-97837011,7354,61192430,4253,-8565268,9149,592813564,781,5386348,3571,90380473,3775,89509460,9076,481109595,905,4348672,4078,21344371,362,4599132,8420,-5825957,40,-1158727,699,-1823334,29,-121071,176,-351367,556,-384424,49,-28656,6781,-2858688,203,-126433,652,-377655,196,3969789,4264,-11569618,2,-2326,0,0,11684,146705942,11670,146715068,14,-9125,714,3249739,45,739321,8961,67212229,714,888912,45,221796,8726,3693917
"2023","männlich","Steiermark","70 bis unter 100",7848,7848,657398849,7848,651258876,7848,180035615,5886,-107989087,5232,77270769,2594,-6700749,6110,527065313,562,4043404,2821,91835348,2311,91281995,6066,436342271,666,4997144,3013,23586005,377,5600936,5908,-4625788,33,-671140,439,-1109944,36,-181006,132,-390208,368,-253784,32,-18160,4714,-1986028,130,-84288,466,-274571,161,6696587,3156,-8446073,1,-1278,0,0,7840,174929801,7838,174930424,2,-622,555,3968977,71,2266519,5947,59642589,555,1085553,71,677456,5776,3354874
"2023","männlich","Steiermark","100 und mehr",9727,9727,2121557495,9727,2107013372,9727,796241021,6664,-303949866,7390,486663039,2316,-10327678,6984,1047094804,715,15327431,4775,595013468,2841,297286867,6920,906698194,1394,229445107,3899,50356947,578,27583314,7648,-12429775,45,-2428089,494,-1636884,72,-2433261,240,-3700687,462,-334612,61,-37208,5569,-2351533,202,-140850,626,-387434,345,24831237,4136,-11102145,1,-1173,2,-2750,9681,720507547,9653,720531007,28,-23460,1227,223836300,138,20195064,6769,110033976,1228,61535433,138,6058519,6482,8423246
"2023","männlich","Tirol","bis unter 4",5323,5083,-48584571,2421,4559118,1502,1419860,628,-511700,172,105804,1417,-2095876,1441,13219759,288,-828938,791,1941432,3585,-60732496,1328,8706620,274,1042549,1138,304625,58,984883,1542,-19139492,808,-18306698,111,-385948,1,-440,85,-177582,318,-236776,17,-9992,776,-451817,290,-107204,23,-4230,466,42045852,15,-13294,11,-4396,219,-267256,1388,1373056,74,2403701,1314,-1030645,148,125218,0,0,1026,1111119,150,33154,0,0,210,26642
"2023","männlich","Tirol","4 bis unter 6",1240,1240,6209395,1240,6237008,577,-230523,335,-846759,56,46246,542,-1200078,592,9237123,75,205519,242,879482,663,-3511332,576,7694885,76,317889,297,621921,10,28184,548,-3117787,115,-2924017,56,-290968,1,-6,28,-51186,66,-48400,3,-1928,325,-222147,97,-31584,8,-2077,106,6109289,9,-11352,0,0,47,-54965,490,-293383,41,33644,449,-327027,38,76830,0,0,497,1018555,38,20891,0,0,174,41970
"2023","männlich","Tirol","6 bis unter 8",1151,1151,5319805,1151,8053876,506,-212085,292,-799704,57,58520,468,-1153968,533,7688546,57,200115,236,984243,645,-4587185,516,6366751,65,314776,254,1052501,14,1003761,548,-3237375,65,-2947411,44,-245563,0,0,24,-23881,64,-47088,4,-2080,309,-221026,68,-28819,12,-2831,95,4811645,11,-12833,1,-908,53,-61585,442,-268640,48,53523,394,-322163,34,83713,1,7540,458,870546,34,22983,1,2262,111,31310
"2023","männlich","Tirol","8 bis unter 10",1269,1269,13177188,1269,11428639,552,-267471,297,-489350,60,65959,505,-867754,575,7170989,71,71525,285,2071452,691,4313895,552,5745903,67,161703,283,804587,9,29452,635,-1978441,50,-1696754,54,-308301,3,-977,15,-6608,60,-42368,7,-4376,345,-266781,105,-45245,15,-3601,86,3903297,16,-17046,1,-49,37,-41032,519,-305988,48,62982,471,-368970,38,76004,0,0,490,740401,38,20499,0,0,79,18018
"2023","männlich","Tirol","10 bis unter 15",3358,3358,44577513,3358,42011217,2385,-630750,972,-1128571,928,487821,1476,-2328772,1610,22612736,175,634132,767,6458683,1870,14832009,1574,18097775,129,487580,846,3856524,36,267522,1733,-3091818,110,-2260968,167,-474171,3,-1212,37,-64412,211,-152568,16,-9792,1048,-914533,368,-199944,60,-16267,195,10340789,462,-200650,10,-7314,143,-142994,2344,-729907,944,493539,1400,-1223446,73,171426,3,15820,1416,2350150,73,46690,3,4746,402,47683
"2023","männlich","Tirol","15 bis unter 20",3646,3646,66558422,3646,63849325,3260,922761,1626,-1850221,1481,1548346,1774,-2645949,2107,39050782,193,792180,762,8359240,1896,20159220,2060,32031338,145,684580,897,4307968,31,323919,1960,-1765416,76,-956131,243,-881610,12,-8258,39,-42894,214,-152408,14,-7713,1404,-1431489,602,-482088,122,-44134,198,5683188,921,-937630,13,-15221,74,-43202,3214,703698,1658,1634410,1556,-930713,92,286019,0,0,1918,4161487,93,77886,1,-833,1137,142010
"2023","männlich","Tirol","20 bis unter 25",4107,4107,95065553,4107,92532250,3893,4838262,2232,-3820023,2177,3693601,1698,-2794495,2578,61773745,200,961719,921,12623597,2025,24738623,2530,50053112,158,826853,1097,5692510,51,289229,2413,-1523020,48,-564193,256,-665121,23,-30175,21,-44829,241,-168840,17,-10408,1781,-1465810,643,-464284,182,-75380,182,4894987,1164,-2047987,23,-27042,12,-3257,3875,4413888,3270,4911983,605,-498096,123,505154,2,2360,2374,6589821,123,137216,2,708,1841,286451
"2023","männlich","Tirol","25 bis unter 30",4304,4304,120911544,4304,118439632,4206,10093157,2756,-7175784,2400,5757936,1779,-2965303,3046,91540077,222,864517,907,14283687,1862,24131001,2990,73740879,167,728401,1390,6970007,47,337383,2757,-1884313,53,-788119,249,-693521,16,-22237,17,-54614,270,-189576,13,-8096,2110,-1155828,748,-381453,186,-99026,181,4377730,1300,-3127807,33,-29862,0,0,4199,9514325,3724,9860024,475,-345698,135,333386,7,50666,2862,9913096,135,89949,7,15200,2523,473683
"2023","männlich","Tirol","30 bis unter 40",9229,9229,329065565,9229,323213971,9198,39833845,6618,-27445588,5360,18525090,3739,-6386558,7016,274690380,427,1261192,1938,32308709,3529,54628450,6942,219810198,403,1897156,3345,18649041,138,959705,6231,-3954668,66,-1254953,519,-1256495,49,-93104,35,-38583,536,-378096,44,-25736,5161,-2177378,695,-326973,482,-244436,294,6215845,3236,-8988939,21,-14248,1,-1739,9176,37952338,8724,38248039,452,-295701,332,1199041,10,75456,6775,30021198,333,325482,10,22637,6329,1533388
"2023","männlich","Tirol","40 bis unter 50",7821,7821,356086325,7821,350474210,7821,59920646,5934,-38751927,5030,25605781,2707,-4832667,6179,302775612,354,993789,1784,35229731,2563,52728228,6137,244625277,401,1363139,3223,20333678,172,1166297,5710,-4241523,40,-1376225,391,-864140,51,-148082,67,-129931,506,-351824,38,-22752,4533,-1912047,224,-121210,359,-200932,215,3498836,2900,-8362582,3,-3011,0,0,7817,57802000,7764,57838334,53,-36334,340,1065518,11,99461,6025,33867609,340,288532,11,29728,5783,1800386
"2023","männlich","Tirol","50 bis unter 70",10199,10199,606263574,10199,600338555,10199,132590632,7557,-78388886,7201,59406790,2957,-5884919,7913,492269125,392,1655316,2844,72537650,3153,85870893,7857,399984448,669,3577754,4471,40601120,291,2440241,7812,-5450282,49,-826517,451,-1046909,81,-251518,96,-151840,582,-402584,37,-21496,5894,-2486995,241,-145228,465,-264207,267,4745572,3941,-11398073,3,-2654,0,0,10189,128654432,10177,128662532,12,-8101,580,2984167,23,348284,7727,55236458,580,812423,23,104485,7442,3035653
"2023","männlich","Tirol","70 bis unter 100",6749,6749,563506231,6749,557486747,6749,155739983,4740,-80557625,5115,77747704,1621,-3866135,4968,410386472,293,1578007,2236,77049625,2134,97204160,4943,339729012,532,4697141,3083,40591819,236,2834899,5356,-4942247,28,-1124668,279,-638980,71,-408248,103,-329378,352,-246040,27,-17032,3747,-1578658,124,-76748,349,-195062,184,8059458,2763,-7804033,2,-2556,0,0,6739,151792620,6733,151795875,6,-3255,475,4217347,23,749757,4844,46053894,476,1155168,23,224927,4682,2577376
"2023","männlich","Tirol","100 und mehr",8211,8211,1855856525,8211,1841393533,8211,703812846,5017,-204471011,6984,474758895,1217,-5479999,5339,732666513,336,2476156,3889,524377071,2668,340619526,5276,634998041,1035,206555151,3605,97973335,453,48971614,6681,-13063319,36,-4871456,307,-988212,125,-2116610,201,-1882918,390,-275128,49,-29808,4115,-1739102,201,-141422,445,-256550,408,37376451,3497,-9663256,1,-1278,2,-2750,8147,631637327,8122,631656950,25,-19624,928,202106660,110,40150309,5126,76177795,928,55517340,110,12045092,4896,5617972
