"Veranlagungsjahr","Geschlecht","Bundesland","Stufen des zu versteuernden Einkommens","Anzahl Veranlagungsfälle","Fallzahl Gesamtbetrag der Einkünfte insgesamt","Gesamtbetrag der Einkünfte insgesamt","Fallzahl zu versteuerndes Einkommen insgesamt","Betrag zu versteuerndes Einkommen insgesamt","Fallzahl Festgesetzte Einkommensteuer","Festgesetzte Einkommensteuer","Fallzahl Angerechnete Lohnsteuer","Angerechnete Lohnsteuer","Fallzahl Abgabenschuld","Abgabenschuld","Fallzahl Gutschrift","Gutschrift","Fallzahl Nichtselbständige Arbeit – Bruttobezüge","Nichtselbständige Arbeit – Bruttobezüge","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Land- und Forstwirtschaft","Einkünfte (nach Ausgleich mit Verlusten) aus Land- und Forstwirtschaft","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Selbständiger Arbeit","Einkünfte (nach Ausgleich mit Verlusten) aus Selbständiger Arbeit","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Gewerbebetrieb","Einkünfte (nach Ausgleich mit Verlusten) aus Gewerbebetrieb","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Nichtselbständiger Arbeit","Einkünfte (nach Ausgleich mit Verlusten) aus Nichtselbständiger Arbeit","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Kapitalvermögen","Betrag Einkünfte (nach Ausgleich mit Verlusten) aus Kapitalvermögen","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Vermietung und Verpachtung","Einkünfte (nach Ausgleich mit Verlusten) aus Vermietung und Verpachtung","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Sonstigen Einkünften","Betrag Einkünfte (nach Ausgleich mit Verlusten) aus Sonstigen Einkünften","Fallzahl Sonderausgaben Insgesamt","Sonderausgaben Insgesamt","Fallzahl Verlustabzug","Verlustabzug","Fallzahl Außergewöhnliche Belastungen","Außergewöhnliche Belastungen","Fallzahl Angerechnete ausländische Steuern","Angerechnete ausländische Steuern","Fallzahl Angerechnete Kapitalertragsteuer","Angerechnete Kapitalertragsteuer","Fallzahl Alleinverdienerabsetzbetrag","Alleinverdienerabsetzbetrag","Fallzahl Alleinerzieherabsetzbetrag","Alleinerzieherabsetzbetrag","Fallzahl Verkehrsabsetzbetrag","Verkehrsabsetzbetrag","Fallzahl Pensionistenabsetzbetrag","Pensionistenabsetzbetrag","Fallzahl Unterhaltsabsetzbetrag","Unterhaltsabsetzbetrag","Fallzahl Progressionseinkünfte","Progressionseinkünfte","Fallzahl Familienbonus Plus (ab 2020)","Familienbonus Plus (ab 2020)","Fallzahl Erhöhter Pensionistenabsetzbetrag (ab 2020)","Erhöhter Pensionistenabsetzbetrag (ab 2020)","Fallzahl Kindermehrbetrag (ab 2020)","Kindermehrbetrag (ab 2020)","Fallzahl Einkommensteuer nach Tarif","Betrag Einkommensteuer nach Tarif","Fallzahl Steuer nach Tarif","Betrag Steuer nach Tarif","Fallzahl Negativsteuer nach Tarif","Betrag Negativsteuer nach Tarif","Fallzahl Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Einkünfte aus sonst. Bezüge § 67 (Jahressechstel) mit festen Sätzen besteuert (ab 2022)","Betrag Einkünfte aus sonst. Bezüge § 67 (Jahressechstel) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Steuer Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Steuer Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer sonst. Bezüge § 67 mit festen Sätzen besteuert (ab 2022)","Betrag Steuer sonst. Bezüge § 67 mit festen Sätzen besteuert (ab 2022)"
"2023","weiblich","Tirol","8 bis unter 10",1836,1836,17371779,1836,16538996,942,-537981,353,-229737,50,40040,903,-841593,1057,10227196,37,67241,366,1735360,786,4307357,1041,8280717,55,191887,645,2726830,16,120575,955,-573815,33,-340031,52,-242707,0,0,21,-29460,20,-13536,45,-28376,580,-447197,302,-111763,0,0,102,1299767,13,-12572,2,-1284,36,-35750,933,-563832,42,37289,891,-601121,19,48664,1,8426,971,1148229,19,13096,1,2528,89,10227
"2023","weiblich","Tirol","10 bis unter 15",5053,5053,66110062,5053,63355024,4114,-1976405,1590,-919742,888,377504,3249,-3396103,3501,45801507,98,416408,1033,5706773,1801,11535157,3472,38092633,168,690571,1972,9704637,42,173377,2978,-1243651,72,-473816,215,-915013,9,-4797,67,-89304,53,-37200,170,-105045,2173,-1997320,1138,-589049,2,-354,232,3000793,290,-93264,11,-6386,121,-107467,4084,-2112195,892,370684,3192,-2482879,82,250591,2,4269,3296,5198817,82,68209,2,1281,760,66291
"2023","weiblich","Tirol","15 bis unter 20",5534,5534,99448096,5534,96720163,5305,-70211,3163,-1855515,1683,1259892,3627,-3321815,4472,78572191,98,358766,1031,6890573,1703,12201994,4457,65750830,156,508130,2494,13729429,44,265070,3676,-1299153,50,-414562,256,-713663,9,-6561,40,-32003,38,-24784,219,-134480,2963,-3156858,1452,-1222227,8,-2129,205,1692535,703,-585453,10,-11933,65,-30743,5280,-403375,1914,1323697,3366,-1727073,91,191787,4,9405,4311,9057536,91,51292,4,2821,2598,279052
"2023","weiblich","Tirol","20 bis unter 25",5453,5453,124983993,5453,122350679,5394,5487905,3857,-4324383,3011,3736975,2354,-2660334,4577,104776209,102,325055,1052,8089003,1527,12866689,4565,86527632,143,597681,2621,16468522,54,365617,3743,-1418130,32,-363735,226,-662791,23,-15061,24,-37321,45,-29208,203,-123344,3175,-2767726,1335,-1074583,9,-2976,163,1844610,899,-1264822,7,-8946,6,-1832,5385,4910502,4736,5380635,649,-470132,105,239386,4,13141,4455,12108124,105,65166,4,3942,3583,507744
"2023","weiblich","Tirol","25 bis unter 30",4470,4470,124631039,4470,122649189,4452,10724242,3516,-6778404,2855,5617749,1571,-1774964,3921,110371649,69,248680,925,7828348,1120,10068585,3911,89675134,141,653563,2254,15992519,49,368840,3278,-1161674,22,-130517,214,-456933,29,-26080,15,-23800,30,-21968,187,-110456,2817,-1580541,1032,-685712,9,-2806,137,1222571,902,-1592200,3,-2022,0,0,4446,10023878,4234,10153121,212,-129243,106,350346,4,29468,3849,12747666,106,94623,4,8840,3379,596901
"2023","weiblich","Tirol","30 bis unter 40",6781,6781,238612217,6781,235091205,6774,30892348,5535,-18749361,4722,14344104,1994,-2486415,5971,211655570,127,432114,1482,16034971,1555,18832092,5961,172599173,233,983318,3576,29218102,91,850607,5145,-2288855,18,-348835,304,-664515,40,-71182,30,-92911,36,-23008,298,-182629,4302,-1819332,1057,-606961,13,-6648,217,2384825,1494,-2883980,4,-3555,0,0,6768,29455171,6690,29506018,78,-50847,190,637709,9,116439,5878,24525288,190,173250,9,34932,5418,1228995
"2023","weiblich","Tirol","40 bis unter 50",4238,4238,191856048,4238,189215087,4238,34481883,3483,-20020369,3123,15733439,1091,-1435492,3680,165536534,89,403101,966,13934255,934,18064654,3677,135847799,179,896769,2263,22152802,69,741049,3308,-1681329,14,-160287,167,-581422,25,-45727,17,-17081,26,-18272,176,-103856,2584,-1090558,370,-243403,14,-6650,121,1970646,948,-1868273,0,0,1,-1100,4236,33263493,4227,33270446,9,-6953,151,668543,9,114902,3640,19259977,151,181407,9,34471,3439,1010897
"2023","weiblich","Tirol","50 bis unter 70",4370,4370,258002215,4370,254906315,4370,58244036,3555,-32851038,3320,26506113,1030,-1582519,3762,215154044,92,593981,1247,22877346,860,24987448,3759,175604156,266,1921827,2354,30608657,101,1567773,3471,-2236913,13,-316724,169,-636084,40,-116355,34,-82094,30,-20304,175,-104128,2694,-1137415,341,-209338,9,-2902,134,1947806,1058,-2090683,1,-1178,0,0,4366,56348565,4357,56353906,9,-5341,227,1581451,17,466427,3706,24496010,227,431321,17,139928,3509,1324223
"2023","weiblich","Tirol","70 bis unter 100",2299,2299,191067795,2299,189035848,2299,54202252,1781,-26361295,1857,28397650,440,-1020732,1876,139206507,44,295305,809,20951238,523,26845470,1867,114796961,176,2711238,1177,23987000,69,1549599,1892,-1493353,5,-67291,80,-405901,18,-82952,21,-125799,14,-9304,69,-42656,1309,-552461,152,-96356,2,-589,77,2538027,564,-1218951,0,0,0,0,2289,52590485,2285,52592648,4,-2163,153,2256087,12,510615,1834,15294175,153,613837,12,152126,1740,845804
"2023","weiblich","Tirol","100 und mehr",2131,2131,481999796,2131,478466827,2131,175702407,1302,-36633169,1915,130692135,214,-785937,1408,142040802,64,1977748,1017,124147918,598,73764701,1400,123084397,281,103579138,935,36119520,117,19348389,1784,-3149254,9,-510610,81,-459685,36,-341619,34,-273898,21,-15024,91,-54784,921,-394016,153,-100985,5,-2895,113,9416576,657,-1383162,4,-4021,1,-550,2098,142573697,2074,142588181,24,-14484,260,102575652,44,13197110,1351,15107799,260,28176863,44,3959133,1249,992715
"2023","weiblich","Vorarlberg","bis unter 4",2448,2335,-1289261,1641,3252789,760,-369624,224,-123529,62,11581,714,-555971,819,4814730,31,-69453,418,-73353,1286,-4295332,755,3595745,129,200080,562,-621502,13,13295,705,-2373266,174,-2130023,71,-560278,1,-265,31,-48185,42,-29014,88,-56368,422,-202345,159,-47629,0,0,192,9733533,4,-2950,4,-1368,73,-74250,710,-389382,23,7806,687,-397187,66,34217,0,0,610,499529,66,9118,0,0,74,10349
"2023","weiblich","Vorarlberg","4 bis unter 6",1381,1381,7461087,1381,6757901,396,-177905,115,-178317,19,14195,379,-377888,409,3357240,5,14777,159,548002,945,3583538,400,2745926,21,59549,232,519012,7,10480,334,-760535,28,-693096,24,-214796,0,0,7,-5500,28,-18248,38,-22752,213,-119310,103,-19747,1,-71,38,1058808,5,-2292,1,-234,42,-37400,377,-194687,14,10300,363,-204987,14,31601,0,0,349,358058,14,8362,0,0,39,8420
"2023","weiblich","Vorarlberg","6 bis unter 8",974,974,6761649,974,6784121,446,-216625,144,-160894,25,22433,428,-411261,484,4632927,9,30354,133,535302,518,1721200,481,3755619,36,74914,253,630499,4,42877,366,-402781,21,-309481,39,-521740,1,-34,12,-7414,10,-7096,33,-19784,248,-162106,148,-43913,0,0,40,2768030,4,-5647,0,0,35,-33000,430,-237350,16,15889,414,-253238,22,45444,0,0,429,484812,22,12156,0,0,48,8506
"2023","weiblich","Vorarlberg","8 bis unter 10",1061,1061,9808648,1061,9538054,568,-304132,175,-144662,18,17697,557,-478021,604,5909919,7,31968,170,906176,521,2767984,597,4925155,37,82036,307,1120424,2,7421,454,-219210,11,-86834,38,-226026,0,0,17,-9534,9,-5696,26,-16608,332,-238579,200,-69477,1,-462,44,762046,4,-1553,1,-396,23,-23593,558,-317317,15,17968,543,-335285,13,23422,0,0,558,656607,13,6405,0,0,48,6780
"2023","weiblich","Vorarlberg","10 bis unter 15",2543,2543,33323378,2543,31938073,2136,-1030570,745,-441569,381,177354,1763,-1724594,1862,24725857,23,103263,416,2145264,928,6007662,1852,20854833,101,370667,980,3856242,18,74642,1428,-626297,27,-243634,133,-586330,6,-2132,31,-27160,17,-12024,97,-60208,1049,-963225,714,-370221,4,-650,118,1729474,106,-36979,14,-6196,65,-56020,2114,-1099625,384,174363,1730,-1273987,52,118659,0,0,1742,2782460,52,32304,0,0,438,36751
"2023","weiblich","Vorarlberg","15 bis unter 20",2650,2650,47898052,2650,46234133,2574,-66949,1506,-916585,746,539746,1823,-1583761,2284,41426051,28,75828,416,2133155,775,4993355,2271,35108148,111,308021,1210,5276135,21,125362,1779,-587981,11,-101323,149,-629046,19,-14233,19,-18620,13,-8696,95,-57784,1382,-1473719,853,-718886,3,-835,116,1433347,258,-210725,9,-9628,32,-12764,2561,-252063,841,584919,1720,-836981,82,144626,0,0,2200,4714395,82,38910,0,0,1363,146204
"2023","weiblich","Vorarlberg","20 bis unter 25",2607,2607,60180046,2607,58514668,2590,2649071,1852,-2050429,1503,1744939,1062,-1213682,2299,53837968,31,35561,433,2886730,653,5002165,2296,45142509,120,327811,1305,6679041,31,223604,1862,-655887,8,-65146,162,-650121,52,-34811,11,-12624,17,-12808,84,-50960,1445,-1271630,822,-650291,6,-2132,93,1096812,352,-482012,1,-1278,3,-814,2585,2331050,2313,2530353,272,-199303,102,220129,1,2600,2235,6104677,102,59100,1,780,1811,258141
"2023","weiblich","Vorarlberg","25 bis unter 30",2197,2197,61755596,2197,60154288,2195,5340005,1753,-3368104,1426,2690487,755,-901984,2003,57820130,21,108156,372,2428171,505,4574514,2003,48033999,99,484238,1146,6002346,29,216950,1618,-833793,11,-72626,130,-449941,68,-87479,15,-70852,10,-6952,82,-50056,1344,-767490,599,-364500,7,-4438,89,818267,359,-592305,3,-3774,0,0,2193,4953458,2077,5030399,116,-76941,74,243008,3,19671,1971,6632475,74,65792,3,5901,1772,314854
"2023","weiblich","Vorarlberg","30 bis unter 40",3368,3368,119230657,3368,116862909,3365,15477556,2718,-9798848,2287,6657589,1038,-1374439,3050,113828060,33,77039,588,5653790,743,8269448,3046,93534974,207,1029534,1768,10555961,37,233672,2576,-1345756,8,-265067,164,-660848,153,-281636,26,-41563,23,-15976,155,-94000,2089,-883729,491,-256227,7,-2189,117,1320647,621,-1191029,4,-2269,0,0,3359,14638406,3322,14657997,37,-19591,173,637482,4,23299,2997,12922172,173,173650,4,6990,2790,658510
"2023","weiblich","Vorarlberg","40 bis unter 50",2264,2264,102343746,2264,101161017,2264,18305766,1805,-10825718,1652,7690646,588,-755246,2044,97307289,20,31308,432,5302802,463,7582368,2037,79371741,172,846456,1231,8881595,28,356143,1780,-828195,3,-4708,82,-202809,157,-403969,18,-42746,8,-4944,99,-62960,1476,-623916,163,-92466,5,-2926,59,981057,432,-819836,2,-1422,0,0,2262,17528114,2257,17531786,5,-3672,157,579622,4,112501,2003,11066193,157,158169,4,33750,1913,585733
"2023","weiblich","Vorarlberg","50 bis unter 70",2357,2357,139615894,2357,137718568,2357,31169308,1862,-17400771,1832,13375802,514,-730778,2122,130283749,31,221690,504,8933436,471,10779881,2116,105080800,235,1523951,1292,12517055,46,640589,1907,-1222721,4,-88479,107,-437788,208,-982788,26,-37640,13,-8464,101,-60168,1559,-657068,127,-69625,1,-372,87,1360461,505,-956886,0,0,0,0,2355,29983677,2350,29985816,5,-2139,219,1413863,2,39550,2084,14458135,219,386302,2,11865,2015,785814
"2023","weiblich","Vorarlberg","70 bis unter 100",1280,1280,106336884,1280,105044253,1280,29309548,884,-13637586,1085,14406936,193,-404194,1118,93886862,8,30953,408,10066197,226,9207246,1107,74989612,181,1861182,630,9474716,37,728037,1028,-797375,2,-82454,45,-316293,206,-1460979,17,-61904,13,-8928,47,-28864,895,-377479,52,-32552,2,-1308,53,749823,313,-649274,0,0,0,0,1277,28255349,1275,28255963,2,-614,163,1578312,5,190812,1090,10106836,164,432181,5,57244,1056,560841
"2023","weiblich","Vorarlberg","100 und mehr",1005,1005,191604455,1005,190206413,1005,71126267,529,-12140101,921,54965484,81,-288773,689,73179881,5,98912,429,52155327,292,39131759,684,60288640,191,21365900,437,12243548,51,6330298,835,-1184943,3,-130853,31,-103890,123,-1781042,20,-173774,14,-8384,50,-30240,500,-213712,54,-34171,4,-1488,52,2897997,328,-687874,2,-934,0,0,996,63421038,981,63429990,15,-8952,179,20817444,19,4977415,669,7923056,179,5717448,19,1493015,617,489379
"2023","weiblich","Wien","bis unter 4",11437,10839,-21686942,6863,12884178,3240,-1558427,1241,-649396,207,122527,3182,-3132962,3550,22341334,72,-107615,3646,-3513389,5595,-32008531,3404,15142936,445,1678474,1395,-3293302,46,607671,2600,-10114955,954,-9348260,194,-982585,0,0,140,-473572,229,-158784,541,-331102,1885,-904871,518,-168940,2,-742,514,22060772,30,-26815,13,-5002,405,-387750,3096,-1633471,80,257557,3016,-1891028,190,138549,1,2100,2802,2242520,190,36788,1,630,314,37368
"2023","weiblich","Wien","4 bis unter 6",3915,3915,21181382,3915,19443975,1392,-673741,619,-703343,61,38140,1370,-1469948,1533,12520491,19,-1096,1391,4899660,1904,5687914,1497,10094411,119,447032,453,39025,14,97500,1129,-2625630,139,-2267690,57,-402764,2,-1316,32,-16088,82,-52736,175,-104416,857,-467805,250,-61497,3,-683,139,2813832,19,-14659,4,-1817,140,-124212,1320,-735333,47,27039,1273,-762372,53,111420,0,0,1329,1401072,54,29685,0,0,159,31908
"2023","weiblich","Wien","6 bis unter 8",3527,3527,26244690,3527,24614314,1484,-799458,671,-716343,67,43273,1453,-1683405,1613,14698776,20,41058,1305,6267684,1577,6221729,1581,11793794,123,422799,502,1494720,24,84287,1085,-1536246,106,-1150921,70,-625106,5,-2711,46,-116546,50,-34448,162,-92726,975,-623882,292,-91839,1,-137,155,2238853,21,-14388,4,-1987,132,-111814,1435,-851549,58,38270,1377,-889820,54,83310,1,4872,1424,1643092,55,21379,1,1462,164,29251
"2023","weiblich","Wien","8 bis unter 10",3465,3465,32720395,3465,31215917,1572,-878974,683,-630925,82,59030,1511,-1717453,1650,16394131,13,69921,1410,8323172,1479,9227399,1631,13225349,128,449878,474,1415204,17,82923,1167,-1099359,72,-692082,82,-453924,3,-1236,43,-132099,54,-34216,141,-86792,1010,-735585,353,-122990,1,-327,143,3001858,22,-22924,11,-5420,84,-76450,1533,-942313,69,48756,1464,-991068,58,150327,0,0,1478,1794721,58,40698,0,0,153,22641
"2023","weiblich","Wien","10 bis unter 15",8454,8454,108797133,8454,105436601,6464,-2361037,2656,-2151721,1863,739956,4652,-5410350,5173,66725480,40,162578,3493,23589033,3183,22792048,5101,55012655,340,1355590,1466,5854229,47,281163,3432,-2345172,137,-1112535,225,-977021,12,-9005,109,-106365,105,-70704,318,-187760,3307,-2857086,1349,-688062,3,-671,347,6060064,542,-206134,19,-10334,206,-165453,6390,-2610910,1921,774680,4469,-3385590,160,461877,5,38159,4697,7341649,160,124652,5,11448,1157,113946
"2023","weiblich","Wien","15 bis unter 20",8079,8079,145804389,8079,141201628,7718,980760,4457,-3994224,2754,2494582,4934,-5723786,5940,108758148,45,-4336,3166,24450291,2670,22620720,5905,90361266,358,1592136,1666,6762967,54,349473,3813,-2170258,97,-722251,312,-1180790,30,-21107,89,-138906,95,-61208,347,-203744,4195,-4396592,1567,-1289713,8,-2607,330,4928368,1135,-980338,18,-19365,82,-45353,7645,401743,3224,2732628,4421,-2330885,212,604693,4,23328,5634,12268168,212,163584,4,6998,3459,407537
"2023","weiblich","Wien","20 bis unter 25",7639,7639,175873542,7639,171553006,7558,8127185,5356,-7788743,3714,5228093,3803,-5132553,6115,146855399,51,222647,3046,25628860,2193,20390806,6078,120415290,352,1450357,1747,7693220,60,415433,3931,-1902444,53,-300657,333,-1266069,46,-26033,71,-107650,89,-58552,372,-216784,4530,-3962555,1421,-1081384,7,-2877,274,3583083,1382,-1939507,13,-15729,13,-6244,7540,7201972,6510,7999305,1030,-797333,266,709717,5,5104,5918,16932785,267,178637,5,1531,4898,745045
"2023","weiblich","Wien","25 bis unter 30",6908,6908,193855376,6908,189506272,6875,16795734,5398,-12889931,3801,7772006,3015,-4136488,5866,175348421,42,208429,2694,22988445,1738,16664857,5846,143376733,343,1775146,1813,8870320,56,319691,3819,-2211920,42,-487301,308,-1156076,40,-66581,40,-93021,69,-43904,335,-197877,4312,-2478990,1325,-757934,19,-8061,235,4085978,1399,-2492461,10,-8751,0,0,6865,15576141,6461,15837669,404,-261529,260,811753,5,28300,5715,20463544,260,220204,5,8490,5187,990899
"2023","weiblich","Wien","30 bis unter 40",11914,11914,422003494,11914,415042352,11907,54594687,9845,-39954750,6967,20868289,4779,-6804057,10369,397721414,109,324851,4687,46850586,2552,29351154,10340,323498911,645,3050312,3676,18624396,136,903877,7317,-3883574,52,-459103,535,-1740886,77,-106764,81,-215915,94,-60600,553,-328648,7767,-3295623,1175,-616216,22,-10873,383,5705639,2516,-5087700,9,-6339,0,0,11898,51722538,11704,51841804,194,-119265,522,1672277,15,132956,10185,46346715,522,452404,15,39887,9616,2379859
"2023","weiblich","Wien","40 bis unter 50",9006,9006,408715441,9006,402811945,9006,71940709,7727,-51064115,5617,25358078,3297,-4970020,8011,388176183,92,310972,3415,40876453,1720,25746593,8003,317638823,615,3581565,3154,20033488,110,970262,6022,-3708394,26,-187454,410,-1556240,56,-66207,72,-185409,63,-40552,462,-269856,5730,-2418831,508,-304666,26,-11125,283,2419911,2036,-4044812,2,-2556,0,0,8995,68761392,8970,68771808,25,-10416,515,2560942,17,195083,7907,45518829,515,695526,17,58525,7594,2425266
"2023","weiblich","Wien","50 bis unter 70",11045,11045,658538631,11045,649525458,11045,145813996,9512,-101613066,7136,49627237,3846,-6739881,9798,619634981,114,308258,4411,70752436,1796,39461072,9775,504251237,916,7159511,4292,34114559,217,3020009,7837,-6114107,37,-527118,507,-2419940,82,-217782,140,-361085,58,-37584,528,-313536,7188,-3035758,403,-256964,24,-10386,355,4388814,2787,-5571969,2,-1279,0,0,11016,140128231,11000,140138107,16,-9876,783,5954022,26,534714,9665,71249187,783,1618408,26,159594,9385,3907764
"2023","weiblich","Wien","70 bis unter 100",7069,7069,591950315,7069,585131449,7069,163088684,5937,-104173632,4952,62482661,2107,-4888996,6162,517590880,93,717191,3100,74517083,990,39753410,6139,425697180,631,8067953,2962,40440750,167,3023479,5316,-5187894,24,-437292,299,-1279854,46,-259666,88,-268867,54,-35640,366,-220710,4612,-1946898,220,-140893,9,-5825,265,3900719,1914,-3939253,2,-2469,0,0,7048,157434788,7026,157445955,22,-11168,568,7280825,32,1222914,6060,58858956,568,1986831,32,366874,5861,3300192
"2023","weiblich","Wien","100 und mehr",8031,8031,1696602607,8031,1688368610,8031,632800457,6044,-233425693,6442,383613626,1579,-5986087,6359,835086887,111,1848302,4270,465247669,1173,148625441,6323,719497910,1225,212064769,3407,135073217,303,14333957,6138,-9655001,28,-1055401,287,-1347011,114,-1965736,165,-3463388,84,-54920,464,-274576,4722,-1998223,349,-231684,27,-15664,390,30368499,2670,-5553817,2,-1321,2,-2200,7952,566511049,7910,566537882,42,-26833,1132,208362783,55,9348537,6220,89994130,1132,57131367,55,2802332,5923,6598917
"2023","weiblich","Ausland","bis unter 4",3816,3626,-884869,2447,4937615,897,57257,28,-9055,690,124752,219,-159167,567,5562501,56,-106627,149,224595,839,-352439,439,680427,12,23854,2540,-1364656,2,23945,283,-709193,71,-553175,4,-6936,0,0,11,-4806,47,-28360,31,-17246,54,-23254,103,-8276,0,0,58,2231527,1,-1736,0,0,31,-30800,891,55152,691,154297,200,-99145,5,7113,0,0,383,181309,5,1926,0,0,2,180
"2023","weiblich","Ausland","4 bis unter 6",1337,1337,6636209,1337,6559952,700,160841,16,-7410,501,273763,199,-120969,239,1458258,17,57215,79,363033,723,3432247,216,422132,2,2644,514,2353632,2,5581,68,-94856,4,-60671,2,-4342,0,0,0,0,38,-24000,43,-24296,35,-19512,111,-22053,0,0,30,648896,1,-51,0,0,57,-48400,698,158934,501,274962,197,-116028,1,24,2,5581,180,77739,3,0,2,1674,1,232
"2023","weiblich","Ausland","6 bis unter 8",1010,1010,7066388,1010,7027196,497,199196,12,-9573,318,287205,183,-105104,210,1319223,10,28476,65,409517,608,4050233,196,430147,1,6128,330,2136459,1,5839,51,-34338,0,0,0,0,0,0,1,-1677,24,-15616,41,-23072,25,-20080,119,-27391,0,0,12,57050,0,0,0,0,38,-33000,496,197334,319,287282,177,-89948,0,0,1,5839,166,79164,0,0,1,1752,1,110
"2023","weiblich","Ausland","8 bis unter 10",795,795,7127159,795,7080483,388,224208,9,-5044,229,286382,159,-69091,183,1219683,7,16150,71,608562,496,4128043,174,437614,1,3500,230,1933418,1,132,37,-44422,2,-4127,2,-2254,0,0,2,-1881,12,-7856,38,-22616,22,-17427,115,-28277,0,0,14,296526,0,0,0,0,18,-15950,388,224175,232,288276,156,-64101,0,0,1,132,156,70554,0,0,1,33,0,0
"2023","weiblich","Ausland","10 bis unter 15",709,709,8448023,709,8400402,527,517018,56,-34745,360,599261,167,-125457,241,1891375,9,31727,63,608075,349,3542069,231,1243705,3,17444,279,2970690,5,36383,61,-42572,2,-5075,1,-124,0,0,1,-9,8,-5824,16,-9288,71,-66753,133,-54277,0,0,35,370229,24,-8646,0,0,18,-15286,523,506173,362,604296,161,-98123,3,17444,1,13895,212,187076,3,4797,1,4169,21,1879
"2023","weiblich","Ausland","15 bis unter 20",266,266,4589272,266,4552111,255,542891,56,-57714,190,544996,63,-92722,116,2109044,6,53827,38,537883,54,605949,108,1248485,4,20022,148,2016035,7,109044,39,-25921,0,0,3,-9556,0,0,2,-44,3,-1928,7,-4840,58,-58999,44,-35962,0,0,14,184190,26,-22474,0,0,2,-1818,251,521896,197,567253,54,-45357,2,286,4,49199,100,188367,2,79,4,14760,49,6157
"2023","weiblich","Ausland","20 bis unter 25",162,162,3628150,162,3593549,157,494606,50,-68947,122,473439,34,-55415,74,1443655,4,64631,21,291647,41,649243,71,1033366,1,623,88,1567900,1,24640,29,-24957,2,-9100,1,-5402,0,0,0,0,0,0,2,-1040,42,-35716,22,-19094,0,0,7,24093,21,-34662,0,0,0,0,156,480022,141,488515,15,-8493,1,623,1,24640,69,165877,1,171,1,7392,45,7021
"2023","weiblich","Ausland","25 bis unter 30",123,123,3442583,123,3391763,123,569447,51,-110921,93,485333,30,-45059,64,1768088,9,201664,21,383834,24,273031,61,1219415,3,51733,63,1278768,2,36880,20,-49416,1,-31538,2,-1405,0,0,2,-8012,0,0,3,-1560,44,-24023,16,-10998,0,0,9,63536,14,-32840,0,0,0,0,122,543775,114,549185,8,-5411,3,51733,1,8341,60,190801,3,14227,1,2502,47,8944
"2023","weiblich","Ausland","30 bis unter 40",146,146,5086764,146,5051895,146,995218,62,-238836,109,789248,35,-63420,82,2688204,3,20903,39,1003844,29,710963,78,1883346,2,16789,67,1347800,3,105033,35,-35351,0,0,0,0,0,0,0,0,1,-520,8,-6584,57,-23728,12,-7057,0,0,7,87015,30,-80332,0,0,0,0,144,962374,138,965961,6,-3587,1,887,2,63500,74,277040,1,222,2,19050,59,13573
"2023","weiblich","Ausland","40 bis unter 50",68,68,3087488,68,3074067,68,761885,26,-156533,57,617106,9,-11753,29,1466768,0,0,24,675415,11,276916,28,1041461,1,2244,35,1080036,2,13123,15,-12100,0,0,0,0,0,0,0,0,1,-520,2,-1456,22,-9262,3,-1870,1,-1680,3,13405,10,-22702,0,0,0,0,68,753068,68,753068,0,0,1,2244,0,0,27,154689,1,617,0,0,25,8200
"2023","weiblich","Ausland","50 bis unter 70",119,119,7065405,119,6978863,119,1914638,53,-599104,93,1325695,25,-83835,62,3963855,7,156221,44,1200996,25,1151650,57,2762590,2,623,48,1547861,4,250350,40,-80349,0,0,3,-6391,0,0,0,0,1,-1168,4,-2264,45,-18945,5,-3629,0,0,13,153122,19,-59964,0,0,0,0,117,1853728,117,1853728,0,0,2,623,3,127934,55,406035,2,157,3,38380,52,22373
